epoch_loss,train_score,test_score
2.3034774541854857,0.09594706368899918,0.09904153354632587
2.264690625667572,0.2001654259718776,0.20572916666666666
2.1615875720977784,0.22994210090984285,0.21875
2.082906910777092,0.23515625,0.25
2.0232164907455443,0.28205128205128205,0.268370607028754
1.9663076400756836,0.37220843672456577,0.3463541666666667
1.8982288037027633,0.4317617866004963,0.4609375
1.8256078734993935,0.5103391232423491,0.5390625
1.755416378710005,0.559375,0.5591054313099042
1.6830329275131226,0.6410256410256411,0.6328125
1.6094817502932115,0.6906534325889164,0.7265625
1.539333730439345,0.7535153019023987,0.7476038338658147
1.472197824716568,0.759375,0.7682291666666666
1.4054427163941519,0.8140625,0.8020833333333334
1.3468030776580175,0.7923904052936311,0.7942708333333334
1.2906471759080886,0.8784119106699751,0.8723958333333334
1.2365650795838412,0.8709677419354839,0.8849840255591054
1.1886229073835743,0.8742762613730356,0.9322916666666666
1.1432091575704122,0.91953125,0.9166666666666666
1.0988581289350987,0.9234375,0.9088541666666666
1.05868542244037,0.9189412737799835,0.9270833333333334
1.021793176775629,0.9114971050454922,0.9140625
0.9871113564657128,0.9296939619520265,0.9009584664536742
0.9543549973207216,0.9437551695616212,0.9233226837060703
0.9251330717206001,0.9265625,0.9552715654952076
0.8972679689526558,0.9338296112489661,0.9270833333333334
0.8698955708079867,0.9328125,0.9453125
0.8454285725951195,0.95078125,0.9557291666666666
0.8229934377660011,0.9387923904052936,0.9296875
0.799992501710852,0.9371381306865177,0.9557291666666666
0.7788183573753603,0.9371381306865177,0.9375
0.7588088715681807,0.9594706368899917,0.9583333333333334
0.7391969725602504,0.9636062861869313,0.9765625
0.7203252711935955,0.9702233250620348,0.96875
0.7035061031367098,0.9536807278742763,0.9348958333333334
0.6873175500374701,0.9470636889991728,0.9488817891373802
0.6716062153815417,0.96953125,0.9609375
0.6560855523241977,0.9685690653432589,0.9584664536741214
0.6411792684537478,0.9734375,0.9635416666666666
0.6268591333925724,0.9859375,0.984375
0.6133590170977319,0.9834574028122415,0.9817708333333334
0.600558510679929,0.9693961952026469,0.9791666666666666
0.5884036330982696,0.9875930521091811,0.9776357827476039
0.5773424762512811,0.9625,0.9661458333333334
0.5679964939049549,0.98125,0.9765625
0.5577219224453944,0.9734375,0.9817708333333334
0.5480493209820162,0.9751861042183623,0.9661458333333334
0.5386245565062079,0.9586435070306039,0.9456869009584664
0.530017639023765,0.9578163771712159,0.9739583333333334
0.5222147495411337,0.9693961952026469,0.9583333333333334
0.5141292521583976,0.9671875,0.9817708333333334
0.5057699301530822,0.9818031430934657,0.9744408945686901
0.4974410823827504,0.989247311827957,0.9973958333333334
0.489395403429107,0.978494623655914,0.9817708333333334
0.481577717944641,0.9842845326716294,0.984375
0.47390171743297416,0.99375,0.9904153354632588
0.46612351895718457,0.9958643507030603,0.9895833333333334
0.4584429211914539,0.9966914805624483,0.9973958333333334
0.45087388931552613,0.9983457402812241,1.0
0.4435618069791235,0.9975186104218362,0.9921875
0.43650671653678547,0.9991728701406121,1.0
0.42957840778925005,0.9991728701406121,1.0
0.4228587364977492,0.9991728701406121,1.0
0.416444187968591,0.9991728701406121,1.0
0.4101143852671465,1.0,1.0
0.403962593773648,1.0,1.0
0.39798737744237783,0.9991728701406121,1.0
0.3921797269657391,1.0,1.0
0.3865305547059203,1.0,1.0
0.3810460606852679,1.0,1.0
0.3757258235401487,1.0,1.0
0.37053457044465987,1.0,1.0
0.3654772817284787,1.0,1.0
0.3605583461552128,1.0,1.0
0.35576502332805343,1.0,1.0
0.3510992149160685,1.0,1.0
0.34655283645125007,1.0,1.0
0.34212327008926646,1.0,1.0
0.3378048619068275,1.0,1.0
0.3335947740445772,1.0,1.0
0.3294882697856304,1.0,1.0
0.32548056242901624,1.0,1.0
0.32156910554289186,1.0,1.0
0.31774975129245875,1.0,1.0
0.31401977479872156,1.0,1.0
0.3103762045237344,1.0,1.0
0.3068161722567018,1.0,1.0
0.30333764310449957,1.0,1.0
0.2999364130073384,1.0,1.0
0.2966104961909069,1.0,1.0
0.2933576939154831,1.0,1.0
0.2901755678388366,1.0,1.0
0.2870614602045226,1.0,1.0
0.28401341790911133,1.0,1.0
0.28102943556858107,1.0,1.0
0.27810742959636625,1.0,1.0
0.275245903400175,1.0,1.0
0.2724426142237332,1.0,1.0
0.26969542694686693,1.0,1.0
0.26700302448710134,1.0,1.0
