epoch_loss,train_score,test_score
1.3579667419195176,0.8500784929356358,0.8275862068965517
0.37496771533042195,0.9270015698587127,0.8934169278996865
0.2153030621353537,0.9560439560439561,0.9247648902821317
0.13336450665956362,0.9693877551020408,0.9216300940438872
0.10918106882600113,0.9835164835164835,0.9404388714733543
0.1446598620212171,0.9795918367346939,0.9216300940438872
0.07515864328015595,0.9850863422291993,0.9435736677115988
0.03231617573692347,0.9976452119309263,0.9373040752351097
0.053197730041938486,0.9850863422291993,0.9373040752351097
0.07099156639305874,0.9913657770800628,0.9404388714733543
0.023683767464535776,0.9945054945054945,0.9373040752351097
0.0997493686279995,0.9866562009419152,0.9498432601880877
0.04886929622371099,0.9952904238618524,0.9341692789968652
0.03232486684894411,0.9921507064364207,0.9310344827586207
0.07222765791509574,0.9772370486656201,0.9216300940438872
0.2398548263590783,0.9646781789638933,0.9090909090909091
0.05221989012352424,0.9976452119309263,0.9529780564263323
0.03347723914444032,0.9952904238618524,0.9373040752351097
0.0691714126282477,0.9984301412872841,0.9435736677115988
0.025727542105778413,0.9945054945054945,0.9529780564263323
0.03166406205792782,0.9937205651491365,0.9373040752351097
0.04060272126371842,0.9827315541601256,0.9310344827586207
0.07284768443414577,0.9945054945054945,0.9467084639498433
0.03940008909538619,0.9835164835164835,0.9373040752351097
0.051373668418682426,0.9937205651491365,0.9435736677115988
0.10049954005417021,0.9960753532182104,0.9373040752351097
0.013391794083264585,1.0,0.9623824451410659
0.00033884232381211634,1.0,0.9655172413793104
0.0001004483317018412,1.0,0.9655172413793104
7.748476528774972e-05,1.0,0.9655172413793104
6.216547972677233e-05,1.0,0.9686520376175548
5.3346140927601485e-05,1.0,0.9686520376175548
4.7308727192074686e-05,1.0,0.9686520376175548
4.214631604746444e-05,1.0,0.9686520376175548
3.739805988978162e-05,1.0,0.9686520376175548
3.391827113823354e-05,1.0,0.9686520376175548
3.113771604077442e-05,1.0,0.9686520376175548
2.9011703485437577e-05,1.0,0.9686520376175548
2.675980658874977e-05,1.0,0.9686520376175548
2.4125433198207703e-05,1.0,0.9686520376175548
2.233314134940656e-05,1.0,0.9686520376175548
2.0795818160479483e-05,1.0,0.9686520376175548
1.9452655631724268e-05,1.0,0.9686520376175548
1.8463949998626107e-05,1.0,0.9686520376175548
1.7089057554997567e-05,1.0,0.9686520376175548
1.6241933748162296e-05,1.0,0.9686520376175548
1.5201071287718193e-05,1.0,0.9686520376175548
1.4400230476496745e-05,1.0,0.9686520376175548
1.367689174003317e-05,1.0,0.9686520376175548
1.2911337123355792e-05,1.0,0.9686520376175548
1.2309237138019569e-05,1.0,0.9686520376175548
1.1642793115029804e-05,1.0,0.9686520376175548
1.1217627999116076e-05,1.0,0.9686520376175548
1.058476499794514e-05,1.0,0.9686520376175548
1.0131952456737813e-05,1.0,0.9686520376175548
9.661109365310949e-06,1.0,0.9686520376175548
9.228940369609972e-06,1.0,0.9686520376175548
8.820681468613144e-06,1.0,0.9686520376175548
8.427117928277994e-06,1.0,0.9686520376175548
8.183940041200932e-06,1.0,0.9686520376175548
7.89868438211272e-06,1.0,0.9686520376175548
7.495853720040913e-06,1.0,0.9686520376175548
7.141953624945074e-06,1.0,0.9686520376175548
6.865987433335441e-06,1.0,0.9686520376175548
6.681138233233241e-06,1.0,0.9686520376175548
6.35227692650786e-06,1.0,0.9686520376175548
6.113024032572412e-06,1.0,0.9686520376175548
5.904334657103049e-06,1.0,0.9686520376175548
5.681640780608177e-06,1.0,0.9686520376175548
5.469745333636089e-06,1.0,0.9686520376175548
5.329656916153169e-06,1.0,0.9686520376175548
5.09731152682491e-06,1.0,0.9686520376175548
4.936907197672369e-06,1.0,0.9686520376175548
4.754314102450863e-06,1.0,0.9686520376175548
4.593300619254448e-06,1.0,0.9686520376175548
4.44580602945166e-06,1.0,0.9686520376175548
4.3029998344934485e-06,1.0,0.9686520376175548
4.212772827827393e-06,1.0,0.9686520376175548
4.01895390673701e-06,1.0,0.9686520376175548
3.942074448914923e-06,1.0,0.9686520376175548
3.803299385646275e-06,1.0,0.9686520376175548
3.6540200561763213e-06,1.0,0.9686520376175548
3.537276890130947e-06,1.0,0.9686520376175548
3.4921229189910365e-06,1.0,0.9686520376175548
3.3270036120913725e-06,1.0,0.9686520376175548
3.2212385315588676e-06,1.0,0.9686520376175548
3.1339417201736717e-06,1.0,0.9686520376175548
3.070784752123856e-06,1.0,0.9686520376175548
2.9429044257511807e-06,1.0,0.9686520376175548
2.8644383126774643e-06,1.0,0.9686520376175548
2.7775258055307004e-06,1.0,0.9686520376175548
2.700870967498048e-06,1.0,0.9686520376175548
2.648980155628422e-06,1.0,0.9655172413793104
2.5442940753794828e-06,1.0,0.9655172413793104
2.4659837162932517e-06,1.0,0.9655172413793104
2.4250597136621364e-06,1.0,0.9655172413793104
2.334420741978427e-06,1.0,0.9655172413793104
2.264089572179273e-06,1.0,0.9655172413793104
2.208830792554961e-06,1.0,0.9655172413793104
2.141594211924058e-06,1.0,0.9655172413793104
